title,image_url,permalink,background,ingredients,instructions,tips,remarks
焼き大根と鶏の炊いたん,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/07c1b1a559d1f83ef2544e5255c45893.jpg,https://www.osakafoodstyle.com/recipe/%e7%84%bc%e3%81%8d%e5%a4%a7%e6%a0%b9%e3%81%a8%e9%b6%8f%e3%81%ae%e7%82%8a%e3%81%84%e3%81%9f%e3%82%93/,大根の苦味が苦手な方でも食べられるよう試作を重ねたレシピです。砂糖を焦がしたカラメル効果と鶏の旨味を活用することで、大根の苦味を抑え、相性抜群の味わいに仕上げています。,大根 300g(1/3本) / 鶏もも肉 1/2枚(100g) / 酒 大さじ1 / 砂糖 小さじ2 / しょうゆ 大さじ1,"大根は皮をむき、2cm厚に切り、大きければ半分に切る。鶏肉は皮をとり、酒を絡める。
フライパンに油を熱し、大根を入れて表面に焼き色をつけたら、砂糖を全体にまぶしかけ、上下をかえす。
しょうゆとひたひたの水を加えて煮立て、鶏を入れる。フタをして再び煮立ったら、 火を弱め、5〜10分煮汁がなくなるまで煮る。",この料理の最大のポイントは、砂糖を全体にまぶしてしっかり焼くことです。砂糖を焼いて焦がすことでカラメル状になり、大根の苦味が隠れます。砂糖を焦がしたあとで、しょうゆを加えることで、しっかり食材に味が入ります。,
キノコたっぷり！しょうゆグラタン,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/b089d9a640691a9144747b20db88080c.jpg,https://www.osakafoodstyle.com/recipe/%e3%82%ad%e3%83%8e%e3%82%b3%e3%81%9f%e3%81%a3%e3%81%b7%e3%82%8a%ef%bc%81%e3%81%97%e3%82%87%e3%81%86%e3%82%86%e3%82%b0%e3%83%a9%e3%82%bf%e3%83%b3/,時短で作る濃厚ソースの秘密は玉ねぎの切り方にあり。味噌と醤油でご飯に合うグラタンになりました。,玉ねぎ 1個(200g) / しめじ 1パック(100g) / サラダ油 大さじ1/2 / 酒 大さじ2 / 小麦粉 大さじ2 / ピザ用チーズ 40g / =a= / 牛乳(または豆乳) 100ml / 味噌・醤油 各小さじ1,"玉ねぎは繊維を断つように横に薄切りし、しめじは小房に分ける。
フライパンに油を熱し、弱めの強火にかけ、玉ねぎ、しめじの順に入れて油が回れば酒をふって蓋をし２分蒸し焼きにする。
蓋をあけて小麦粉をふり入れ、合わせたaを少しずつ入れて混ぜながらソース状にする。耐熱皿に盛り、チーズをかけてトースターで焼き色がつくまで焼く。",玉ねぎは繊維を断つように切ることで、火の通りも早く、ソースに適したとろみのある玉ねぎになります。しめじと玉ねぎの旨味で肉なしでも満足でき、豆乳のクセも和風な味付けでカバーしているので豆乳が苦手な方にもオススメです。味噌と醤油を各大さじ1/2に増やし、ご飯の上にソースとチーズをかけて焼けばドリアとしてもお召し上がりいただけます。,豆乳に含まれる大豆イソフラボンが女性ホルモンに似た働きをし、美肌効果や女性らしい体作りをサポートします。生理前のイライラを静めてくれる効果もあるのでお悩みの方はお試しください。
酒粕と里芋のグラタン,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/509f93c7d08c27e5737fbef5c6f6ac4b.jpeg,https://www.osakafoodstyle.com/recipe/%e9%85%92%e7%b2%95%e3%81%a8%e9%87%8c%e8%8a%8b%e3%81%ae%e3%82%b0%e3%83%a9%e3%82%bf%e3%83%b3/,ねっとりとしてクリーミー。里芋のなめらかな食感と酒粕のコクが魅力。バターやニンニクなしでも酒粕を使うことで物足りなさをカバーできました。,里芋 小10個(正味300g) / ベーコン 20g / 小麦粉 小さじ2 / 粉チーズ 小さじ2 / 牛乳 200cc (a) / 酒粕 40g (a) / 塩 小さじ1/4 (a),"里芋は表面をしっかりこすり洗いする。鍋にたっぷりの湯を沸かし、柔らかくなるまでゆでる。ザルにあげ、皮をむく。aの牛乳を電子レンジ等で軽く温め、他の材料と合わせ、酒粕を柔らかくほぐしておく。
テフロン加工のフライパンを熱し、角切りにしたベーコンを加える。脂が出たら、小麦粉を入れて炒める。aを加え、酒粕をきちんと潰して混ぜながら弱めの中火で3分煮込む。
耐熱容器に1.の里芋、2.のホワイトソースを入れ、粉チーズを振ってトースターでこげ色がつくまで焼く。",2.でホワイトソースはとろみができたからといって、すぐに火を止めないでください。3分ほどフツフツさせながら煮込むことで、冷めてもある程度なめらかでキメが細かいソースができます。3分たってもとろみが全くついていないなら、火力を少し上げて、煮込んで、とろみがついたら火を消してください。,バターを使わず、ベーコンの脂肪を生かし、酒粕を使うことでホワイトソースのダマを防ぎ、ヘルシーさを実現しました。酒粕は100種類以上の酵素を含み、消化や栄養の吸収を助け、アンチエイジング効果も期待できます。お好みでホワイトソースを増やし、ブロッコリーやパスタ（スパゲッティ、マカロニ）、ご飯などを加えてボリュームを出すアレンジも可能です。
子供がやみつき！レンコンきんぴら,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/f78b5c55248f9c206e443756583beb1f.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/3c8fc98ba5d96011778f905eea9ea3a5.jpg,https://www.osakafoodstyle.com/recipe/%e5%ad%90%e4%be%9b%e3%81%8c%e3%82%84%e3%81%bf%e3%81%a4%e3%81%8d%ef%bc%81%e3%83%ac%e3%83%b3%e3%82%b3%e3%83%b3%e3%81%8d%e3%82%93%e3%81%b4%e3%82%89/,主宰するこども食堂での人気メニューです。レンコンのきんぴらに子供が大好きなハムを少量加えることで、薄口醤油の味を生かした薄味仕立てでも、子供が喜んで食べる工夫がされています。,レンコン 500g / ハム(薄切り) 50～100g / 薄口しょうゆ 大さじ2 / 砂糖 大さじ2 / 酒 大さじ2 / みりん 大さじ1/2,"レンコンは皮をむき、薄い輪切りか大きければ半月切りにして、水に放つ。ハムはいちょう切りにする。
フライパンで油を熱し、水気をきったレンコンを加えて炒める。砂糖をふりかけ、全体を大きく混ぜながら炒め合わせる。水分がしっかり飛んだら、酒と薄口しょうゆを合わせたものを4回に分けて炒める。その都度、水分をしっかり飛ばしながら、大きく混ぜ合わせる。
最後にみりん、ハムを加え、照りが出て、水分がほとんどなくなったら器に盛りつける。",薄口しょうゆと酒を一度に加えてしまうと、炒め物ではなく煮物になってしまいます。しっかりと水分を飛ばしながら炒めましょう。,作り置き可能で、お弁当のおかずにもぴったりです。ちらし寿司の具にするのもおすすめです。
なすのステーキ さっぱり梅だし浸し,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/9cd022caeaef62ced8f17afbc0fe22ce.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/6c5ddaa37f14dad20744886cfb701302.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/d86c2584ce008f91730de697138bd874-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/4a21b84b225e8c1d7536f0f8422f7e1c.jpg,https://www.osakafoodstyle.com/recipe/tvshowrecipe-eggplantsteak/,香ばしく焼いたとろとろのナスと梅の酸味、出汁の旨味を吸い込んだ油揚げが絶妙な一品です。eo光TVでも紹介され、スタジオでも大好評だった、いつものナス料理に飽きた方に挑戦していただきたいレシピです。,"ナス 2本 / 小麦粉 大さじ1/2 / オクラ 10本 / 塩 適量 / 油揚げ 1枚 / 梅干 2個 / a(砂糖・薄口しょうゆ 各大さじ1, 昆布・かつお厚削り 各2g) / 熱湯 200cc / 水 50cc","ナスは縦半分、横半分に切り、切り口に小麦粉をはたく。※こうすることで、油の吸収を抑える。オクラはヘタとガクをとり、塩揉みして流水で流す。油揚げは一口大の三角形に切ってザルに広げ、熱湯をかけて油抜きをする。耐熱容器にaとちぎった梅干と種を入れ、熱湯200ccを注いで、蓋をする(10分後、浸し地ができる)。
フライパンを中火にかけて油を熱し、ナスは切り口を下にして並べる。ナスは木べらで押さえつけながら、焼く。こんがり焼き色がついたことを確認したら、ナスを裏返し、オクラを入れ、水を50cc注いで蓋をし、3分蒸し焼きにする。
1.の浸し地にナスとオクラ、油揚げを入れて5分以上置く。(粗熱がとれたら、冷蔵庫にいれ、一晩置いてもよい) 器にナス、オクラ、油揚げをよそう。",冷蔵庫で冷やして食べても美味しいです。すぐに食べない場合は、浸し地にナスとオクラを加え、べたラップ(液面全体にべったりラップをすること)をして蓋をして、冷蔵庫保存してください。液体面に空気が触れないように直にラップを広げることで、より美味しさが長持ちします。,2017年7月19日放送 eo光TV「ゲツ→キン」紹介レシピ
なにわ風あんかけ天津飯,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/01/67378f2ecdcb90fa1f707348d0a883e6.jpg,https://www.osakafoodstyle.com/recipe/tianjinmeal/,素材の味を第一に、昆布だしと薄口しょうゆで旨味を効かせた「なにわ風」のアレンジ中華です。本来は鶏ガラスープを使うところを、昆布だしとオイスターソースを組み合わせることで、白ごはんに合うまったりとした味わいに仕上げています。,卵(L) 3個 / カニ缶(小) 1個 / 酒 大さじ1 / 塩 小さじ1/4 / 玉ねぎ 1/2個(100g) / 芽ヒジキ(乾) 2g / a（昆布だし 200cc） / a（薄口しょうゆ 大さじ1） / a（酢 大さじ1） / a（砂糖 大さじ1） / a（ごま油 小さじ1） / a（オイスターソース 小さじ1） / 水溶き片栗粉 大さじ3(片栗粉:水=大さじ1:大さじ2) / 温かいご飯 300g(茶碗2杯分),"=食材の下処理= ボウルに卵を割りほぐし、カニ缶の中身、酒、塩を加え混ぜ、卵液を作る。玉ネギは縦に繊維に沿って、薄切りにする。ヒジキはたっぷりの水で戻し、しっかり水気を切る。温かいご飯を大皿によそう。
フライパンに油を熱し、中火で玉ねぎとヒジキを炒める。1.の卵液を流し入れ、ヘラで手早く混ぜ、半熟状になったら裏返して両面焼いて、ご飯にのせる。
鍋にaを煮立て、水溶き片栗粉を加えて、均一なとろみをつけ、2.の上にかける。",卵液を注いだら、ゆっくり大きく4〜5回混ぜて、空気を入れながら加熱します。卵をふわっと仕上げるために、必要な工程です。,化学調味料不使用で、昆布だしベースの中華を作るためにオイスターソースを活用しています。オイスターソースには昆布同様の「グルタミン酸」や、牡蠣由来の「コハク酸」といった旨味成分が豊富に含まれており、鶏ガラスープを使わなくても“あとを惹く”美味しさに仕上がります。
どっさりミツバと新玉ねぎタレの豚しゃぶ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/1fb9a6b378c0497add9bbc440c8887f5.jpg,https://www.osakafoodstyle.com/recipe/mitsubaandpork/,環境や生活が変わって慌ただしくなる春に、イライラ解消効果もあるミツバの芳しい香りで一息つけるメインディッシュです。,豚薄切り肉(しゃぶしゃぶ用） 300g / 新玉ねぎ 1個 / ミツバ 1束 / a(薄口しょうゆ・みりん 各大さじ2) / 削り節 5g,"新玉ねぎは半分は粗みじん切り、残り半分は縦薄切りにする。ミツバは根を切り落とし、葉部分は4cm長さに切り、残りの茎部分は小口切りにする。
鍋にたっぷりの水を沸かす。弱火に落として、豚肉を4～5枚ずつ広げて入れ、色が変わったらザルに取り出す。残りもゆでて取り出し、粗熱を取る。
=ミツバタレをつくる= 
耐熱容器にa、1.の新玉ねぎの粗みじん切りを入れ、電子レンジで600w30秒加熱する（みりんが軽く沸騰している状態を確認）。削り節、1.のミツバの小口切りを加え入れ、よく混ぜる。
器に1.の新玉ねぎのスライス、2.の豚しゃぶの順にのせて、3.のタレを回しかけ、1.のミツバの葉部分をのせる。",ミツバに含まれる「クリプトテーネン」「ミツバエン」という香り成分には、食欲増進や消化を促す効果があると言われています。3〜4月の旬の時期は、特に茎が柔らかくみずみずしいのが特徴です。,大阪のミツバ栽培は堺市で始まり、現在は貝塚市を中心に全国7位の生産量を誇ります。施設内での水耕栽培により通年収穫されていますが、春の時期は特に品質が向上します。
アスパラガスと新玉ねぎのあんかけ豆腐,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/IMG_2548.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/6d7a96f4244991c410003f91a8ee4c04.jpg,https://www.osakafoodstyle.com/recipe/%e3%82%a2%e3%82%b9%e3%83%8f%e3%82%9a%e3%83%a9%e3%82%ab%e3%82%99%e3%82%b9%e3%81%a8%e6%96%b0%e7%8e%89%e3%81%ad%e3%81%8d%e3%82%99%e3%81%ae%e3%81%82%e3%82%93%e3%81%8b%e3%81%91%e8%b1%86%e8%85%90/,旨味や素材の個性を生かすことが「なにわ料理」の基本です。春野菜の中でもアスパラガスを選んだのは、アミノ酸が多く、旨味の深い合わせ出汁ができるからです。アミノ酸(うまみ)が多いアスパラガス、アサリ、昆布、トリプルのうまみが特徴です。,アサリ 250g / 木綿豆腐 1丁(300g) / 昆布 3cm / 酒 50cc / 水 50cc / アスパラガス 1束(100g) / 新玉ネギ 1個(200g) / 生姜のスライス 3枚 / a（みりん 小さじ2） / a（薄口しょうゆ 小さじ2） / a（片栗粉 小さじ2）,"アサリは50度のぬるま湯(熱湯：常温の水=1:1で作る)に15分浸し、砂出しをする。※ホーロー鍋を使うと便利です。
木綿豆腐は容器から取り出して、ザルにあげる。
新玉ねぎは皮をむいてくし切りに、アスパラガスは根元を1cm切り落とし、根元の固い皮をむき、6等分に斜め切りにする。
鍋にa以外の材料を入れて、蓋をし、強火で蒸す。全てのアサリの口が開いたら、蓋を開け、豆腐のみ器によそう。
昆布を取り出し、aを加え、ゴムベラで底から混ぜながら煮立ててとろみをつける。
器の豆腐の上に、とろみをつけたあんをかける。","・木綿豆腐は重石をしてまで水切りをせず、ザルにのせて、自重で水切りするぐらいで十分です。
・50度の水にアサリを浸すと、ヒートショックという現象で、アサリが砂をはきます。
・豆腐を入れることで、ボリュームあるメインディッシュになります。",2018年4月5日放送 ケーブルテレビ eo光チャンネル「ゲツ→キン」紹介レシピ。管理栄養士・大畑ちつる考案。
サツマイモと塩麹豚のポトフ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2018/10/0f33e29aaf75b1d71f30464f0a8fa8f5.jpg,https://www.osakafoodstyle.com/recipe/%e3%82%b5%e3%83%84%e3%83%9e%e3%82%a4%e3%83%a2%e3%81%a8%e5%a1%a9%e9%ba%b9%e8%b1%9a%e3%81%ae%e3%83%9b%e3%82%9a%e3%83%88%e3%83%95/,eo光TV「ゲツ→キン」で紹介された、旬の「秋野菜」を味わう「記憶に残る」レシピです。一口目の味の濃さではなく、味わうほどに美味しくて、ふとした瞬間に思い出すような優しい味わいが特徴です。,サツマイモ 1本(300g) / レンコン 1節(200g) / 玉ねぎ 1個(150g) / 豚肩ロース(ブロック) 350〜400g / 塩麹 大さじ2 / A：水 800cc / A：昆布 5〜8g / A：ローリエ 1枚 / 薄口しょうゆ 大さじ1,"豚肩ロースは8等分に切り、塩麹を揉み込み、30分置く。サツマイモは2cm幅に切る。玉ねぎはくし切りにする。レンコンは皮をむき、縦半分に切る。半分は1cm幅のいちょう切りに、半分は繊維に沿って拍子木切り(幅1cmの板状に切ってから縦に幅7mm～1cmに切っていく)にする。※レンコンは縦に切るか、横に切るかで食感も変わるので、2通りの切り方で作ってみる
鍋に1.の豚肉、Aを入れて蓋をし、強火にかける。煮立ったら蓋を開けてアクをとり(塩麹かアクか、わかりにくいので、気になったらとる程度でOK)、蓋をしてレンコン、玉ねぎを入れて弱めの中火で10分煮る。
蓋を開けて、サツマイモ、薄口しょうゆを加えて蓋をし、10分間煮る。串を刺して、サツマイモが柔らかくなっていることを確認したら、火を消す。",レンコンは、縦に切る（拍子木切り）か、横に切る（いちょう切り）かで食感が変わるため、あえて2通りの切り方を混ぜるのがポイントです。アク取りは塩麹と見分けがつきにくいため、神経質になりすぎず、気になったら取る程度で問題ありません。,サツマイモは10分以上煮込むと煮崩れするため、他の野菜とは入れるタイミングをずらしてください。豚肩ロースのブロックがない場合は、トンテキ用やトンカツ用の肉を3〜4等分して代用可能です。また、余ったスープと具材にカレー粉・小麦粉・片栗粉・砂糖・うどんを加えることで、なにわ風カレーうどんへアレンジすることもできます。
次の日も美味しい。ノンバター型抜きクッキー,https://www.osakafoodstyle.com/wp/wp-content/uploads/2018/09/P9019805.jpg,https://www.osakafoodstyle.com/recipe/%e6%ac%a1%e3%81%ae%e6%97%a5%e3%82%82%e7%be%8e%e5%91%b3%e3%81%97%e3%81%84%e3%80%82%e3%83%8e%e3%83%b3%e3%83%90%e3%82%bf%e3%83%bc%e5%9e%8b%e6%8a%9c%e3%81%8d%e3%82%af%e3%83%83%e3%82%ad%e3%83%bc/,植物油で作るクッキーの課題である「翌日の油の酸化したような風味」を抑え、作り置きを可能にするためのレシピです。ヨーグルトと油を乳化させることが美味しさを保つ秘訣です。,薄力粉 130g / ベーキングパウダー 小さじ1 / 塩 小さじ1/6 / 砂糖 40g / 白すりゴマ(またはアーモンドプードル) 20g / 無糖ヨーグルト 30g / 植物油 30g,"薄力粉 130gとベーキングパウダー 小さじ1は合わせてふるって大ボウルに入れ、塩、砂糖、すりゴマを加えて混ぜる。無糖ヨーグルトと植物油（各30g）を小ボールに入れて、合わせておく。粉類のボウルに液体の材料を一度に加え、カードで切るように混ぜる。
ある程度まとまったら、カードで生地を半分に切って重ねる。これを2〜3回繰り返し、綿棒で5mm厚に伸ばす。
型抜きをし、クッキングシートを敷いた天板に並べ、180度に温めたオーブンで15〜20分焼く。網に移して、冷ます。",ヨーグルトと油をしっかり混ぜて乳化させてから、それ以外の食材と合わせると、酸化味が収まり、次の日に食べても美味しくなります。,常温で2日保存可能。
春キャベツと海苔のサラダ 〜アボカドドレッシング〜,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/IMG_2585.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/IMG_2591.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/03/1ca265c9df9c1d73df2ac71919e26631-2.jpg,https://www.osakafoodstyle.com/recipe/cabbageavocadosalad/,葉が薄くて、柔らかくてみずみずしい春のキャベツをたくさん食べたくて考えられた、やめられない止まらない味ながら、罪悪感なしにいただくことができるサラダです。,春キャベツ 1/4個(300g) / アボカド 1個 / 焼き海苔 3枚(全形・10g) / しらす 30g / ミニトマト 5個 / 酢 大さじ2（ドレッシング用） / 薄口しょうゆ 大さじ1（ドレッシング用） / ごま油 大さじ1（ドレッシング用）,"春キャベツは一口大(3cm角)に切り、50度のぬるま湯に浸してつかむように洗う。水に触れる時間が長いと栄養素が逃げるので、1分で切り上げ、しっかり水気を切る。そのままザルに置くか、食べる直前まで冷蔵庫で冷やすとよりシャキッとした食感になる。
ミニトマトは半分に切り、海苔は2cm角に手でちぎる。
アボカドは縦半分に包丁を入れてひねって種を取り、スプーンで果肉をすくってボウルに入れる。スプーンでつぶしながら、あらかじめ合わせたドレッシングの1/2量を入れてしっかり混ぜ、アボカドディップを作る。
春キャベツ、しらす、海苔の順に重ねて器に盛り、アボカドディップをところどころにのせ、ミニトマトを飾りつける。
残りのドレッシングを回しがける。",海苔を直火で10秒ほど、表裏を炙ると香ばしさがプラスされてより美味しくいただけます。アボカドはヘタから乾燥するため、購入時はヘタを比べてより乾燥していないみずみずしいものを選んでください。,海苔を増やすほど、やみつきの味になります。今回使用したしらすは、関西が誇る3月の魚「いかなご」を茹でたものです。
蒸しキャベツの豚肉巻き,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/steamedcabbagewrappedinpork.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/P3180006.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/IMG_4207.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/IMG_4209.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/db5fcc3102bb29e0eec9578544456ff6.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/4ec9e80e2a5b290aa1ea5cc752c19808.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/P4050273.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/P4050274.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/P4050275.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/P4050272.jpg,https://www.osakafoodstyle.com/recipe/steamedcabbagewrappedinpork/,春キャベツは上に成長しようとするため葉の隙間があり、1枚ずつ剥がしやすいのが特徴です。1個買うとなかなか使い切れないという悩みを解消するため、加熱してボリュームを抑えたキャベツを豚肉で巻き、冷めても美味しい照り焼きに仕上げました。お弁当のおかずにも最適です。,春キャベツ 外葉：10枚(約300g) ※小さめの4月の春キャベツだと1/2個分 / 豚もも薄切り肉：100g(長さがあるもの8枚) / 小麦粉：適宜 / 砂糖：大さじ1 / 濃口しょうゆ：小さじ2 / みりん：小さじ2 / 油(焼き用)：大さじ1,"春キャベツを1枚ずつはがし、全てを深鍋に入れる。水大さじ3をふりかけて、フタをして、強火で5分蒸す。粗熱がとれるまでそのまま置く。
フタを開け、大きい6枚の葉は1枚ずつ、縦長にまとめてぎゅっと水気を絞る。小さい4枚の葉は2枚ずつ縦長にまとめて、同様に絞る。縦長のキャベツの塊が8個できる。
まな板に豚もも薄切り肉を広げ、小麦粉を薄く表面にふる。1.のキャベツをのせ、斜めにらせん状にキツく締めながらくるくると巻いていく。
全体に薄く小麦粉をまぶす。
フライパンに油を熱し、2.の巻き終わりを下にして並べる。転がしながら表面が8割ほど焼けたら、砂糖を全体にふる。醤油、みりんの順に全体に振りかけ、煮絡める。",キャベツの水気はしっかり絞ること、豚肉はしっかりキツく締めながら巻くことが、美味しく仕上げるための重要なポイントです。また、和食の基本通りに砂糖を最初にふりかけることで、肉が柔らかく仕上がります。小麦粉をまぶすことで、キャベツと肉がはがれにくくなり、タレも絡みやすくなります。,"【補足・アレンジ】
・蒸した後、鍋に残った汁にはキャベツの旨味が出ているため、そのまま汁物を作るのがおすすめです。
・味のバリエーション：塩焼き（塩 小さじ1/4, みりん・砂糖 各大さじ1/2）、生姜焼き（砂糖 大さじ1, 薄口しょうゆ・みりん 各大さじ1/2, 生姜のすりおろし 適宜）
・蒸す際は、ル・クルーゼやバーミキュラーなどフタが重たい鍋の使用が推奨されます。"
